Station,Date,Hour,Temp_C,DewPoint_C,Humidity_pct,Precip_mm,SolarRad_Wm2,SoilTemp_C,Wind_ms,WindDir_deg,ETo_mm
243,2020-04-01,0100,9.8,8.6,92,0.0,0,12.8,1.5,189,0.0
243,2020-04-01,0200,8.9,7.4,90,0.0,0,12.8,1.8,191,0.0
243,2020-04-01,0300,7.7,6.2,90,0.0,0,12.8,2.3,195,0.0
243,2020-04-01,0400,7.3,5.4,88,0.0,0,12.8,0.9,199,0.0
243,2020-04-01,0500,6.5,5.0,90,0.0,0,12.8,0.4,201,0.0
243,2020-04-01,0600,6.4,4.8,90,0.0,2,12.8,0.4,208,0.0
243,2020-04-01,0700,6.9,5.0,88,0.0,87,12.8,1.2,216,0.02
243,2020-04-01,0800,9.3,3.4,67,0.0,229,12.7,3.6,249,0.13
243,2020-04-01,0900,11.8,2.7,54,0.0,458,12.7,4.1,306,0.28
243,2020-04-01,1000,13.8,2.5,46,0.0,628,12.7,2.0,323,0.37
243,2020-04-01,1100,15.2,2.0,41,0.0,754,12.6,0.4,316,0.43
243,2020-04-01,1200,16.5,1.0,35,0.0,822,12.6,0.4,314,0.49
243,2020-04-01,1300,17.2,0.8,33,0.0,824,12.6,0.4,312,0.5
243,2020-04-01,1400,17.8,0.3,31,0.0,765,12.6,0.4,305,0.47
243,2020-04-01,1500,18.3,-0.9,27,0.0,656,12.6,0.4,305,0.4
243,2020-04-01,1600,18.4,-1.0,27,0.0,499,12.6,0.4,354,0.29
243,2020-04-01,1700,18.2,-0.8,28,0.0,315,12.6,0.4,342,0.18
243,2020-04-01,1800,16.7,0.0,32,0.0,131,12.6,0.4,337,0.07
243,2020-04-01,1900,12.9,2.3,48,0.0,14,12.6,0.4,299,0.02
243,2020-04-01,2000,11.0,5.5,69,0.0,0,12.6,0.4,255,0.0
243,2020-04-01,2100,9.4,5.5,77,0.0,0,12.7,0.4,236,0.0
243,2020-04-01,2200,8.2,5.5,83,0.0,0,12.7,0.4,238,0.0
243,2020-04-01,2300,6.5,4.7,88,0.0,0,12.7,0.4,224,0.0
243,2020-04-01,2400,6.7,3.9,82,0.0,0,12.7,0.4,272,0.0
243,2020-04-02,0100,6.5,0.3,64,0.0,0,12.7,0.4,299,0.0
243,2020-04-02,0200,5.6,-0.8,63,0.0,0,12.6,0.4,305,0.0
243,2020-04-02,0300,7.1,-1.4,55,0.0,0,12.6,0.4,316,0.0
243,2020-04-02,0400,7.5,-1.8,52,0.0,0,12.6,0.4,317,0.0
243,2020-04-02,0500,7.6,-1.9,51,0.0,0,12.5,0.4,317,0.0
243,2020-04-02,0600,7.5,-2.2,50,0.0,3,12.5,0.4,317,0.0
243,2020-04-02,0700,8.0,-2.0,49,0.0,97,12.4,0.4,317,0.02
243,2020-04-02,0800,10.3,-2.1,42,0.0,282,12.4,0.4,319,0.13
243,2020-04-02,0900,12.1,-1.9,38,0.0,476,12.3,0.4,322,0.24
243,2020-04-02,1000,14.0,-1.1,35,0.0,645,12.3,0.4,319,0.35
243,2020-04-02,1100,15.8,-1.3,31,0.0,771,12.2,0.4,315,0.44
243,2020-04-02,1200,17.3,-2.8,25,0.0,841,12.2,0.4,323,0.5
243,2020-04-02,1300,18.5,-4.0,21,0.0,844,12.1,0.4,322,0.52
243,2020-04-02,1400,19.2,-6.5,17,0.0,789,12.1,0.4,312,0.49
243,2020-04-02,1500,19.6,-6.4,17,0.0,675,12.1,0.4,302,0.42
243,2020-04-02,1600,19.9,-6.1,17,0.0,516,12.1,0.4,308,0.31
243,2020-04-02,1700,19.6,-3.1,21,0.0,326,12.1,0.4,268,0.19
243,2020-04-02,1800,17.4,1.5,34,0.0,136,12.1,0.4,227,0.08
243,2020-04-02,1900,14.0,2.3,45,0.0,16,12.1,0.4,226,0.03
243,2020-04-02,2000,11.7,1.9,51,0.0,0,12.1,0.4,215,0.01
243,2020-04-02,2100,9.4,2.1,60,0.0,0,12.1,0.4,224,0.0
243,2020-04-02,2200,8.6,2.6,66,0.0,0,12.2,0.4,220,0.0
243,2020-04-02,2300,8.3,3.5,72,0.0,0,12.2,0.4,208,0.0
243,2020-04-02,2400,7.3,3.6,78,0.0,0,12.2,0.4,231,0.0
243,2020-04-03,0100,6.3,3.3,81,0.0,0,12.2,0.4,260,0.0
243,2020-04-03,0200,3.8,2.1,88,0.0,0,12.2,0.4,106,0.0
243,2020-04-03,0300,6.3,3.3,81,0.0,0,12.1,0.4,190,0.0
243,2020-04-03,0400,2.6,1.2,90,0.0,0,12.1,0.4,34,0.0
243,2020-04-03,0500,4.7,2.8,87,0.0,0,12.1,0.4,203,0.0
243,2020-04-03,0600,5.0,2.8,86,0.0,2,12.0,0.4,200,0.0
243,2020-04-03,0700,5.2,3.4,88,0.0,74,11.9,0.4,222,0.01
243,2020-04-03,0800,8.9,4.6,74,0.0,246,11.9,1.1,252,0.11
243,2020-04-03,0900,10.2,4.7,69,0.0,464,11.8,0.4,279,0.22
243,2020-04-03,1000,12.3,5.4,63,0.0,630,11.8,0.4,297,0.33
243,2020-04-03,1100,14.4,5.6,55,0.0,749,11.7,0.4,313,0.42
243,2020-04-03,1200,16.5,5.3,47,0.0,812,11.7,0.4,327,0.48
243,2020-04-03,1300,17.8,3.4,38,0.0,814,11.6,0.4,287,0.5
243,2020-04-03,1400,18.8,0.6,29,0.0,756,11.6,0.4,278,0.47
243,2020-04-03,1500,19.3,0.2,28,0.0,644,11.6,0.4,263,0.4
243,2020-04-03,1600,19.3,1.2,30,0.0,492,11.7,0.4,244,0.3
243,2020-04-03,1700,18.8,2.3,33,0.0,308,11.7,0.4,232,0.18
243,2020-04-03,1800,17.0,3.6,41,0.0,129,11.7,0.4,236,0.07
243,2020-04-03,1900,13.6,4.3,54,0.0,15,11.8,0.4,236,0.02
243,2020-04-03,2000,11.2,4.4,63,0.0,0,11.8,0.4,219,0.0
243,2020-04-03,2100,9.4,4.9,73,0.0,0,11.9,0.4,224,0.0
243,2020-04-03,2200,8.8,5.2,78,0.0,0,11.9,0.4,196,0.0
243,2020-04-03,2300,8.7,4.9,77,0.0,0,11.9,0.4,183,0.0
243,2020-04-03,2400,7.6,4.8,82,0.0,0,12.0,0.4,186,0.0
243,2020-04-04,0100,8.4,5.1,80,0.0,0,12.0,0.4,190,0.0
243,2020-04-04,0200,8.3,4.9,79,0.0,0,12.0,0.4,179,0.0
243,2020-04-04,0300,8.1,4.9,80,0.0,0,12.0,0.4,181,0.0
243,2020-04-04,0400,7.9,5.1,83,0.0,0,12.0,0.4,188,0.0
243,2020-04-04,0500,8.1,4.6,78,0.0,0,12.0,0.4,177,0.0
243,2020-04-04,0600,8.8,3.8,71,0.0,2,12.0,0.4,168,0.01
243,2020-04-04,0700,9.3,3.4,66,0.0,38,11.9,0.4,183,0.02
243,2020-04-04,0800,10.4,4.9,69,0.0,108,11.9,0.4,203,0.05
243,2020-04-04,0900,10.9,6.8,76,0.0,142,11.9,0.4,206,0.05
243,2020-04-04,1000,10.8,8.7,87,0.6,177,11.9,0.4,202,0.05
243,2020-04-04,1100,11.1,9.4,89,1.2,193,11.9,0.4,150,0.05
243,2020-04-04,1200,11.6,10.2,91,1.6,243,11.9,0.4,135,0.08
243,2020-04-04,1300,12.7,10.6,87,0.0,265,11.9,0.4,124,0.09
243,2020-04-04,1400,13.4,10.9,85,0.1,188,11.9,0.4,129,0.05
243,2020-04-04,1500,13.4,11.3,88,0.6,138,11.9,0.4,124,0.03
243,2020-04-04,1600,12.7,11.2,91,1.0,90,11.9,0.4,124,0.01
243,2020-04-04,1700,12.3,10.3,88,1.2,38,11.9,0.4,110,0.0
243,2020-04-04,1800,11.3,10.3,93,3.2,22,11.9,0.4,114,0.0
243,2020-04-04,1900,11.2,10.3,94,0.9,2,12.0,0.4,110,0.0
243,2020-04-04,2000,11.3,10.7,96,3.5,0,12.0,0.4,189,0.0
243,2020-04-04,2100,11.1,10.9,99,5.9,0,12.0,0.4,188,0.0
243,2020-04-04,2200,10.8,10.7,99,6.3,0,12.0,0.4,148,0.0
243,2020-04-04,2300,10.9,10.7,99,5.5,0,12.0,0.4,117,0.0
243,2020-04-04,2400,10.6,10.5,99,2.7,0,12.0,0.4,114,0.0
243,2020-04-05,0100,10.6,10.5,99,1.1,0,12.0,0.4,113,0.0
243,2020-04-05,0200,10.7,10.5,99,0.2,0,12.0,0.4,117,0.0
243,2020-04-05,0300,10.9,10.4,97,0.0,0,12.0,0.4,114,0.0
243,2020-04-05,0400,10.9,10.1,95,0.0,0,12.0,0.4,119,0.0
243,2020-04-05,0500,10.7,10.2,97,0.0,0,12.0,0.4,103,0.0
243,2020-04-05,0600,11.0,10.6,97,1.9,0,12.1,0.4,103,0.0
243,2020-04-05,0700,10.9,10.5,97,1.9,12,12.1,0.4,102,0.0
243,2020-04-05,0800,11.1,10.5,96,2.4,48,12.1,0.4,105,0.0
243,2020-04-05,0900,11.5,10.6,94,1.7,87,12.1,0.4,116,0.01
243,2020-04-05,1000,12.5,10.4,87,0.1,172,12.0,0.4,129,0.05
243,2020-04-05,1100,10.7,9.4,92,13.0,85,12.0,0.4,154,0.0
243,2020-04-05,1200,11.0,9.4,90,0.5,300,12.0,0.4,169,0.11
243,2020-04-05,1300,11.0,9.4,90,1.2,151,12.0,0.4,151,0.02
243,2020-04-05,1400,11.5,9.7,89,0.0,191,12.0,0.4,146,0.05
243,2020-04-05,1500,12.1,8.8,80,0.0,193,12.0,0.4,166,0.06
243,2020-04-05,1600,12.2,7.3,72,0.0,186,12.0,0.4,167,0.07
243,2020-04-05,1700,11.4,6.8,73,0.0,56,12.0,0.4,160,0.01
243,2020-04-05,1800,10.5,7.3,81,0.0,22,12.0,0.4,151,0.01
243,2020-04-05,1900,10.1,7.7,85,0.0,6,12.0,0.4,134,0.0
243,2020-04-05,2000,9.6,7.9,89,0.0,0,12.1,0.4,101,0.0
243,2020-04-05,2100,9.6,8.2,91,0.0,0,12.1,0.4,100,0.0
243,2020-04-05,2200,9.4,8.4,93,0.1,0,12.1,0.4,72,0.0
243,2020-04-05,2300,7.9,7.3,96,0.3,0,12.1,0.4,47,0.0
243,2020-04-05,2400,7.6,7.1,96,0.0,0,12.1,0.4,64,0.0
243,2020-04-06,0100,7.1,6.1,93,0.0,0,12.1,0.4,76,0.0
243,2020-04-06,0200,7.3,6.0,92,0.0,0,12.1,0.4,92,0.0
243,2020-04-06,0300,6.3,5.6,95,0.0,0,12.1,0.5,99,0.0
243,2020-04-06,0400,6.1,5.8,98,0.0,0,12.1,0.6,116,0.0
243,2020-04-06,0500,5.5,5.0,97,0.0,0,12.1,0.4,118,0.0
243,2020-04-06,0600,3.6,3.4,99,0.0,8,12.0,0.6,259,0.0
243,2020-04-06,0700,5.0,4.9,99,0.0,77,12.0,0.7,34,0.02
243,2020-04-06,0800,6.6,6.4,98,0.0,163,12.0,2.4,23,0.06
243,2020-04-06,0900,8.1,6.9,92,0.0,305,12.0,1.5,14,0.13
243,2020-04-06,1000,10.3,7.0,80,0.0,539,11.9,0.6,6,0.26
243,2020-04-06,1100,11.3,6.9,74,0.0,462,11.9,0.4,322,0.22
243,2020-04-06,1200,12.3,6.8,69,0.0,460,11.9,0.4,355,0.23
243,2020-04-06,1300,12.6,6.1,64,0.0,318,11.8,0.4,347,0.13
243,2020-04-06,1400,12.5,6.7,68,0.0,235,11.8,0.4,357,0.08
243,2020-04-06,1500,11.0,7.5,79,1.3,65,11.8,0.4,31,0.0
243,2020-04-06,1600,10.8,7.5,80,0.0,281,11.8,0.4,25,0.12
243,2020-04-06,1700,11.4,7.8,78,0.0,142,11.8,0.4,26,0.06
243,2020-04-06,1800,11.5,8.3,81,0.0,70,11.8,0.4,7,0.03
243,2020-04-06,1900,9.7,7.6,86,0.0,8,11.8,0.5,215,0.0
243,2020-04-06,2000,7.9,6.9,93,0.0,0,11.8,0.4,202,0.0
243,2020-04-06,2100,7.5,6.9,96,0.0,0,11.8,0.4,190,0.0
243,2020-04-06,2200,6.8,6.3,97,0.0,0,11.8,0.4,192,0.0
243,2020-04-06,2300,6.1,5.8,99,0.0,0,11.8,0.4,98,0.0
243,2020-04-06,2400,6.3,6.2,99,0.0,0,11.8,0.5,124,0.0
243,2020-04-07,0100,5.9,5.8,99,0.0,0,11.8,0.5,181,0.0
243,2020-04-07,0200,5.8,5.7,99,0.0,0,11.8,0.4,178,0.0
243,2020-04-07,0300,5.5,5.4,99,0.0,0,11.8,0.4,168,0.0
243,2020-04-07,0400,4.5,4.4,99,0.0,0,11.8,0.4,179,0.0
