Station,Date,Hour,Temp_C,DewPoint_C,Humidity_pct,Precip_mm,SolarRad_Wm2,SoilTemp_C,Wind_ms,WindDir_deg,ETo_mm
140,2020-04-01,0100,11.6,9.3,85,0.0,0,13.9,4.2,215,0.0
140,2020-04-01,0200,10.7,7.8,82,0.0,0,13.6,5.1,220,0.0
140,2020-04-01,0300,10.1,6.3,77,0.0,0,13.2,6.1,220,0.0
140,2020-04-01,0400,9.5,5.6,77,0.0,0,12.9,5.5,221,0.0
140,2020-04-01,0500,8.6,5.3,80,0.0,0,12.6,4.7,224,0.0
140,2020-04-01,0600,8.3,5.7,84,0.0,2,12.3,4.8,224,0.0
140,2020-04-01,0700,8.3,5.8,84,0.0,97,12.1,3.9,238,0.02
140,2020-04-01,0800,10.1,6.2,77,0.0,316,12.0,3.9,241,0.15
140,2020-04-01,0900,12.3,2.7,52,0.0,554,11.9,4.2,281,0.31
140,2020-04-01,1000,14.0,1.7,43,0.0,757,12.0,4.5,293,0.48
140,2020-04-01,1100,15.4,1.2,38,0.0,894,12.2,4.2,291,0.59
140,2020-04-01,1200,16.4,2.0,38,0.0,966,12.5,3.3,286,0.63
140,2020-04-01,1300,17.1,3.7,41,0.0,971,12.9,2.8,241,0.63
140,2020-04-01,1400,17.0,4.8,44,0.0,914,13.3,3.8,201,0.6
140,2020-04-01,1500,17.9,3.0,37,0.0,794,13.7,2.3,183,0.5
140,2020-04-01,1600,18.4,3.1,36,0.0,570,13.9,1.5,72,0.32
140,2020-04-01,1700,19.0,1.3,30,0.0,335,14.1,2.4,356,0.25
140,2020-04-01,1800,17.9,2.4,35,0.0,183,14.4,2.1,282,0.13
140,2020-04-01,1900,13.4,4.7,56,0.0,21,14.5,2.6,235,0.03
140,2020-04-01,2000,11.4,5.9,69,0.0,0,14.3,2.7,231,0.0
140,2020-04-01,2100,11.2,6.6,74,0.0,0,14.1,3.4,221,0.0
140,2020-04-01,2200,10.3,6.7,78,0.0,0,13.8,3.1,220,0.0
140,2020-04-01,2300,9.8,6.4,79,0.0,0,13.5,3.0,234,0.0
140,2020-04-01,2400,9.8,5.7,76,0.0,0,13.3,2.9,248,0.0
140,2020-04-02,0100,9.3,0.9,56,0.0,0,13.1,1.9,280,0.0
140,2020-04-02,0200,9.3,-0.2,51,0.0,0,13.0,2.5,284,0.0
140,2020-04-02,0300,8.8,-1.2,49,0.0,0,12.9,2.9,291,0.01
140,2020-04-02,0400,7.9,-1.3,52,0.0,0,12.7,2.4,299,0.0
140,2020-04-02,0500,8.8,-2.0,47,0.0,0,12.5,3.8,312,0.02
140,2020-04-02,0600,8.9,-2.3,45,0.0,2,12.3,4.0,308,0.02
140,2020-04-02,0700,9.7,-2.6,42,0.0,107,12.2,4.9,311,0.1
140,2020-04-02,0800,11.4,-2.4,38,0.0,335,12.0,5.3,312,0.22
140,2020-04-02,0900,13.0,-2.6,34,0.0,578,12.0,6.3,319,0.41
140,2020-04-02,1000,14.4,-2.1,32,0.0,780,11.9,5.6,310,0.54
140,2020-04-02,1100,16.0,-1.7,30,0.0,914,12.0,4.9,306,0.64
140,2020-04-02,1200,17.5,-3.2,24,0.0,991,12.3,4.5,310,0.71
140,2020-04-02,1300,19.0,-5.9,18,0.0,1006,12.6,4.2,321,0.74
140,2020-04-02,1400,19.7,-6.4,17,0.0,945,13.1,4.1,316,0.7
140,2020-04-02,1500,20.3,-4.8,18,0.0,819,13.4,3.1,301,0.58
140,2020-04-02,1600,19.4,-0.3,26,0.0,637,13.7,3.7,233,0.45
140,2020-04-02,1700,18.3,1.2,32,0.0,419,13.8,4.4,223,0.31
140,2020-04-02,1800,16.8,0.7,34,0.0,194,13.8,4.5,226,0.18
140,2020-04-02,1900,14.0,0.9,41,0.0,25,13.7,3.8,232,0.05
140,2020-04-02,2000,12.0,1.3,48,0.0,0,13.6,3.0,217,0.01
140,2020-04-02,2100,11.1,1.9,53,0.0,0,13.4,3.0,219,0.01
140,2020-04-02,2200,11.0,2.6,56,0.0,0,13.2,3.4,211,0.01
140,2020-04-02,2300,10.9,3.2,59,0.0,0,13.0,3.9,213,0.01
140,2020-04-02,2400,10.5,3.8,63,0.0,0,12.7,4.6,221,0.01
140,2020-04-03,0100,10.4,3.6,63,0.0,0,12.4,5.5,224,0.03
140,2020-04-03,0200,9.9,3.5,64,0.0,0,12.2,5.3,225,0.03
140,2020-04-03,0300,9.6,3.2,64,0.0,0,11.9,4.8,222,0.02
140,2020-04-03,0400,9.2,3.3,67,0.0,0,11.7,4.6,228,0.02
140,2020-04-03,0500,8.8,3.9,71,0.0,0,11.6,4.7,228,0.01
140,2020-04-03,0600,8.0,3.6,74,0.0,2,11.4,3.7,231,0.0
140,2020-04-03,0700,8.6,4.1,74,0.0,111,11.3,3.2,238,0.05
140,2020-04-03,0800,10.6,4.3,65,0.0,295,11.2,4.1,231,0.17
140,2020-04-03,0900,11.9,3.7,57,0.0,523,11.3,4.0,244,0.28
140,2020-04-03,1000,13.8,2.1,45,0.0,749,11.4,4.5,279,0.47
140,2020-04-03,1100,15.4,2.2,41,0.0,896,11.6,4.2,278,0.59
140,2020-04-03,1200,16.9,1.6,36,0.0,949,11.9,3.4,289,0.63
140,2020-04-03,1300,17.9,1.3,33,0.0,971,12.4,2.8,270,0.65
140,2020-04-03,1400,18.6,2.3,34,0.0,902,12.9,2.8,246,0.6
140,2020-04-03,1500,18.6,2.6,34,0.0,786,13.3,2.8,243,0.52
140,2020-04-03,1600,18.7,2.8,35,0.0,613,13.6,3.1,246,0.4
140,2020-04-03,1700,18.1,3.6,38,0.0,397,13.8,3.2,234,0.27
140,2020-04-03,1800,16.4,4.6,46,0.0,182,13.9,3.8,238,0.15
140,2020-04-03,1900,13.6,5.5,58,0.0,23,13.9,3.3,230,0.04
140,2020-04-03,2000,11.9,5.6,65,0.0,0,13.8,3.0,217,0.01
140,2020-04-03,2100,11.3,5.7,68,0.0,0,13.6,4.1,218,0.01
140,2020-04-03,2200,11.0,5.3,68,0.0,0,13.3,4.7,217,0.02
140,2020-04-03,2300,10.7,5.5,70,0.0,0,13.1,4.3,213,0.01
140,2020-04-03,2400,10.6,5.4,70,0.0,0,12.8,5.0,216,0.02
140,2020-04-04,0100,10.4,5.4,71,0.0,0,12.6,5.5,212,0.04
140,2020-04-04,0200,10.3,5.0,70,0.0,0,12.4,4.9,213,0.04
140,2020-04-04,0300,9.9,5.3,73,0.0,0,12.2,4.0,212,0.03
140,2020-04-04,0400,9.7,5.1,73,0.0,0,12.1,5.0,208,0.03
140,2020-04-04,0500,9.7,4.2,69,0.0,0,12.0,5.1,200,0.04
140,2020-04-04,0600,10.0,2.5,60,0.0,1,11.8,4.0,188,0.05
140,2020-04-04,0700,10.4,3.7,63,0.0,38,11.8,5.3,209,0.07
140,2020-04-04,0800,10.9,6.5,74,0.0,125,11.7,4.3,208,0.09
140,2020-04-04,0900,11.1,8.1,82,0.5,119,11.7,3.0,203,0.05
140,2020-04-04,1000,11.0,9.5,90,1.2,154,11.9,2.7,156,0.04
140,2020-04-04,1100,11.5,10.3,93,0.9,201,12.0,3.3,130,0.06
140,2020-04-04,1200,12.3,10.9,91,0.7,382,12.1,3.6,126,0.17
