Station,Date,Hour,Temp_C,DewPoint_C,Humidity_pct,Precip_mm,SolarRad_Wm2,SoilTemp_C,Wind_ms,WindDir_deg,ETo_mm
247,2020-04-01,0100,12.3,9.3,82,0.0,0,13.0,5.1,272,0.0
247,2020-04-01,0200,11.8,8.9,82,0.0,0,12.9,6.1,279,0.0
247,2020-04-01,0300,11.2,8.7,84,0.0,0,12.9,5.6,285,0.0
247,2020-04-01,0400,10.4,6.9,79,0.0,0,12.8,6.0,274,0.0
247,2020-04-01,0500,9.9,5.9,76,0.0,0,12.7,6.2,282,0.01
247,2020-04-01,0600,9.7,6.0,78,0.0,3,12.6,6.4,285,0.01
247,2020-04-01,0700,9.8,6.6,81,0.0,95,12.5,6.0,290,0.05
247,2020-04-01,0800,11.0,6.8,75,0.0,292,12.5,5.5,294,0.16
247,2020-04-01,0900,12.9,5.4,60,0.0,500,12.4,4.7,312,0.3
247,2020-04-01,1000,14.9,4.7,50,0.0,676,12.3,4.5,319,0.42
247,2020-04-01,1100,15.2,5.9,54,0.0,803,12.3,4.6,290,0.51
247,2020-04-01,1200,16.1,5.5,49,0.0,876,12.4,4.2,284,0.57
247,2020-04-01,1300,17.3,3.3,39,0.0,892,12.4,3.6,295,0.6
247,2020-04-01,1400,17.6,2.9,37,0.0,841,12.5,3.9,308,0.57
247,2020-04-01,1500,18.3,1.4,32,0.0,734,12.6,3.5,301,0.5
247,2020-04-01,1600,18.3,3.1,36,0.0,563,12.7,3.1,270,0.39
247,2020-04-01,1700,18.2,3.7,38,0.0,358,12.8,2.4,283,0.25
247,2020-04-01,1800,16.6,5.5,48,0.0,148,12.9,3.0,291,0.13
247,2020-04-01,1900,14.1,6.6,61,0.0,15,12.9,3.7,294,0.04
247,2020-04-01,2000,12.9,6.9,67,0.0,0,12.9,3.9,291,0.03
247,2020-04-01,2100,12.2,7.1,71,0.0,0,12.9,4.0,292,0.02
247,2020-04-01,2200,11.9,6.7,71,0.0,0,12.9,3.9,290,0.02
247,2020-04-01,2300,11.4,6.5,72,0.0,0,12.8,3.6,290,0.01
247,2020-04-01,2400,10.5,6.9,78,0.0,0,12.7,3.6,307,0.0
247,2020-04-02,0100,10.1,6.7,80,0.0,0,12.7,3.2,307,0.0
247,2020-04-02,0200,9.9,4.7,70,0.0,0,12.6,3.4,326,0.0
247,2020-04-02,0300,9.7,0.9,54,0.0,0,12.5,3.2,339,0.02
247,2020-04-02,0400,10.0,-0.5,48,0.0,0,12.4,4.3,345,0.04
247,2020-04-02,0500,9.6,-0.7,48,0.0,0,12.4,4.9,348,0.04
247,2020-04-02,0600,9.4,-0.9,48,0.0,4,12.3,5.1,350,0.05
247,2020-04-02,0700,10.5,-1.0,45,0.0,107,12.2,5.4,351,0.11
247,2020-04-02,0800,12.5,-1.2,39,0.0,310,12.1,7.1,351,0.28
247,2020-04-02,0900,14.1,-1.4,34,0.0,523,12.0,8.1,352,0.42
247,2020-04-02,1000,16.0,-1.6,30,0.0,699,12.0,6.7,348,0.54
247,2020-04-02,1100,17.8,-2.5,25,0.0,827,12.0,5.9,349,0.64
247,2020-04-02,1200,19.4,-3.8,20,0.0,899,12.0,4.7,340,0.68
247,2020-04-02,1300,20.3,-5.9,17,0.0,912,12.0,4.7,339,0.71
247,2020-04-02,1400,20.9,-5.8,16,0.0,857,12.1,4.1,332,0.65
247,2020-04-02,1500,20.2,-3.9,19,0.0,742,12.3,3.7,272,0.54
247,2020-04-02,1600,20.0,-1.6,23,0.0,576,12.4,4.3,280,0.43
247,2020-04-02,1700,19.0,1.7,31,0.0,373,12.5,4.5,298,0.32
247,2020-04-02,1800,17.0,3.8,41,0.0,159,12.6,4.7,296,0.18
247,2020-04-02,1900,14.6,5.5,54,0.0,17,12.6,4.3,301,0.06
247,2020-04-02,2000,12.3,5.4,63,0.0,0,12.6,2.8,289,0.02
247,2020-04-02,2100,12.4,4.8,60,0.0,0,12.6,3.1,289,0.03
247,2020-04-02,2200,11.6,3.7,58,0.0,0,12.6,2.8,275,0.02
247,2020-04-02,2300,11.4,3.7,59,0.0,0,12.5,2.9,269,0.02
247,2020-04-02,2400,11.5,3.8,59,0.0,0,12.4,4.0,275,0.03
247,2020-04-03,0100,11.6,3.5,58,0.0,0,12.4,5.1,275,0.05
247,2020-04-03,0200,11.2,3.4,58,0.0,0,12.3,5.1,275,0.05
247,2020-04-03,0300,10.8,3.2,59,0.0,0,12.3,3.8,279,0.04
247,2020-04-03,0400,10.5,3.3,61,0.0,0,12.2,4.8,279,0.04
247,2020-04-03,0500,10.5,3.5,62,0.0,0,12.1,4.9,283,0.04
247,2020-04-03,0600,9.6,5.3,74,0.0,3,12.1,4.0,298,0.02
247,2020-04-03,0700,10.1,6.3,77,0.0,94,12.0,4.1,304,0.05
247,2020-04-03,0800,11.3,5.8,69,0.0,235,12.0,4.6,295,0.15
247,2020-04-03,0900,13.3,2.9,49,0.0,482,11.9,3.9,299,0.31
247,2020-04-03,1000,14.7,2.7,45,0.0,681,11.9,4.8,310,0.44
247,2020-04-03,1100,15.8,2.9,42,0.0,799,11.9,4.4,297,0.52
247,2020-04-03,1200,17.0,2.5,38,0.0,864,12.0,4.3,282,0.59
247,2020-04-03,1300,18.0,1.8,34,0.0,877,12.1,4.3,285,0.62
247,2020-04-03,1400,19.0,-0.7,26,0.0,829,12.2,3.6,299,0.58
247,2020-04-03,1500,19.6,-1.4,24,0.0,719,12.3,3.9,318,0.52
247,2020-04-03,1600,19.2,1.5,31,0.0,554,12.4,4.3,306,0.44
247,2020-04-03,1700,18.2,3.6,38,0.0,358,12.5,4.4,307,0.3
247,2020-04-03,1800,16.4,6.7,53,0.0,151,12.6,4.8,297,0.16
247,2020-04-03,1900,14.2,7.4,64,0.0,16,12.6,4.4,295,0.05
247,2020-04-03,2000,12.6,7.8,73,0.0,0,12.6,3.7,297,0.01
247,2020-04-03,2100,11.8,7.6,75,0.0,0,12.6,3.3,292,0.01
247,2020-04-03,2200,10.7,6.7,76,0.0,0,12.6,2.1,266,0.0
247,2020-04-03,2300,8.0,5.1,82,0.0,0,12.5,1.3,100,0.0
247,2020-04-03,2400,8.5,5.5,81,0.0,0,12.5,1.5,234,0.0
247,2020-04-04,0100,9.5,6.3,80,0.0,0,12.4,2.1,223,0.01
247,2020-04-04,0200,9.5,6.5,82,0.0,0,12.2,2.9,213,0.01
247,2020-04-04,0300,9.4,6.4,81,0.0,0,12.2,3.3,215,0.01
247,2020-04-04,0400,9.0,6.0,81,0.0,0,12.1,2.6,223,0.01
247,2020-04-04,0500,8.5,5.7,82,0.0,0,12.0,2.0,222,0.01
247,2020-04-04,0600,9.5,4.8,73,0.0,3,12.0,2.6,205,0.02
247,2020-04-04,0700,10.9,5.3,68,0.0,35,11.9,2.9,252,0.04
247,2020-04-04,0800,11.6,7.0,73,0.0,82,11.9,2.8,203,0.05
247,2020-04-04,0900,11.2,8.9,86,0.5,108,11.8,3.4,209,0.04
247,2020-04-04,1000,11.6,10.2,91,0.7,150,11.8,2.7,196,0.04
247,2020-04-04,1100,12.1,10.7,91,2.1,153,11.8,2.9,182,0.03
247,2020-04-04,1200,12.8,11.6,92,0.3,285,11.8,3.1,160,0.11
