Station,Date,Hour,Temp_C,DewPoint_C,Humidity_pct,Precip_mm,SolarRad_Wm2,SoilTemp_C,Wind_ms,WindDir_deg,ETo_mm
104,2020-04-01,0100,10.6,8.0,84,0.0,0,16.6,0.7,37,0.0
104,2020-04-01,0200,10.0,7.7,86,0.0,0,16.4,0.8,60,0.0
104,2020-04-01,0300,10.1,7.2,82,0.0,0,16.3,1.5,354,0.0
104,2020-04-01,0400,9.5,5.3,75,0.0,0,16.1,1.3,40,0.0
104,2020-04-01,0500,8.6,4.7,76,0.0,0,16.0,1.0,80,0.0
104,2020-04-01,0600,8.2,4.8,79,0.0,1,15.8,1.0,99,0.0
104,2020-04-01,0700,8.4,4.9,79,0.0,41,15.6,1.1,12,0.01
104,2020-04-01,0800,10.4,5.3,71,0.0,283,15.4,1.5,346,0.14
104,2020-04-01,0900,12.4,5.0,61,0.0,492,15.2,1.7,352,0.27
104,2020-04-01,1000,14.5,4.2,50,0.0,672,15.1,1.5,354,0.38
104,2020-04-01,1100,16.4,3.6,42,0.0,804,15.1,1.4,12,0.5
104,2020-04-01,1200,17.0,6.3,49,0.0,872,15.1,1.4,121,0.55
104,2020-04-01,1300,17.8,5.4,44,0.0,885,15.3,1.3,132,0.57
104,2020-04-01,1400,18.5,1.2,31,0.0,839,15.6,1.9,349,0.57
104,2020-04-01,1500,18.6,-2.6,24,0.0,727,15.9,2.3,341,0.49
104,2020-04-01,1600,18.1,-0.7,28,0.0,566,16.2,2.2,335,0.4
104,2020-04-01,1700,15.6,1.1,38,0.0,373,16.5,3.0,345,0.27
104,2020-04-01,1800,13.2,1.7,46,0.0,93,16.7,2.7,355,0.1
104,2020-04-01,1900,10.8,2.9,58,0.0,8,16.9,2.0,24,0.03
104,2020-04-01,2000,9.6,4.3,70,0.0,0,17.0,2.3,6,0.02
104,2020-04-01,2100,9.0,4.4,73,0.0,0,17.0,1.5,9,0.01
104,2020-04-01,2200,8.0,3.6,73,0.0,0,16.9,1.5,347,0.01
104,2020-04-01,2300,7.6,3.4,75,0.0,0,16.7,1.6,356,0.01
104,2020-04-01,2400,6.2,2.7,79,0.0,0,16.5,1.3,339,0.0
104,2020-04-02,0100,5.4,3.2,86,0.0,0,16.4,1.5,350,0.0
104,2020-04-02,0200,4.5,2.5,87,0.0,0,16.1,1.3,331,0.0
104,2020-04-02,0300,4.2,2.6,89,0.0,0,15.9,1.9,342,0.0
104,2020-04-02,0400,4.2,2.5,89,0.0,0,15.7,1.5,341,0.0
104,2020-04-02,0500,3.5,2.2,91,0.0,0,15.5,1.5,336,0.0
104,2020-04-02,0600,3.4,2.2,92,0.0,1,15.3,1.5,329,0.0
104,2020-04-02,0700,4.7,2.8,88,0.0,47,15.0,1.7,328,0.0
104,2020-04-02,0800,9.3,2.8,64,0.0,297,14.8,1.9,347,0.15
104,2020-04-02,0900,13.1,0.7,43,0.0,508,14.6,1.7,350,0.29
104,2020-04-02,1000,15.3,-0.3,34,0.0,687,14.5,1.6,350,0.41
104,2020-04-02,1100,16.0,5.0,48,0.0,816,14.4,1.3,181,0.5
104,2020-04-02,1200,17.3,3.5,40,0.0,886,14.5,1.5,163,0.57
104,2020-04-02,1300,17.5,2.8,37,0.0,891,14.7,1.7,203,0.59
104,2020-04-02,1400,18.6,2.2,33,0.0,840,15.0,1.5,267,0.56
