Station,Date,Hour,Temp_C,DewPoint_C,Humidity_pct,Precip_mm,SolarRad_Wm2,SoilTemp_C,Wind_ms,WindDir_deg,ETo_mm
211,2020-04-01,0100,10.2,10.2,100,0.0,0,17.6,1.7,337,0.0
211,2020-04-01,0200,9.7,9.6,100,0.0,0,19.0,1.8,320,0.0
211,2020-04-01,0300,10.0,9.9,100,0.0,0,20.2,2.0,294,0.0
211,2020-04-01,0400,10.5,10.4,99,0.0,0,18.5,3.0,294,0.0
211,2020-04-01,0500,9.5,7.5,87,0.0,0,15.1,3.8,308,0.0
211,2020-04-01,0600,8.7,6.1,84,0.0,2,14.4,3.9,309,0.0
211,2020-04-01,0700,8.9,7.5,91,0.0,91,14.2,3.2,311,0.02
211,2020-04-01,0800,10.3,7.8,85,0.0,299,13.9,4.0,322,0.14
211,2020-04-01,0900,12.0,6.3,68,0.0,517,13.8,5.8,327,0.29
211,2020-04-01,1000,13.6,5.1,56,0.0,693,13.7,5.3,336,0.43
211,2020-04-01,1100,14.9,4.8,51,0.0,820,13.8,3.4,328,0.51
211,2020-04-01,1200,16.1,4.9,47,0.0,888,13.9,2.5,297,0.56
211,2020-04-01,1300,17.7,4.2,41,0.0,897,14.3,3.5,319,0.62
211,2020-04-01,1400,18.7,2.2,33,0.0,851,14.7,4.3,324,0.62
211,2020-04-01,1500,19.1,2.7,34,0.0,738,15.1,4.3,323,0.54
211,2020-04-01,1600,18.9,0.5,29,0.0,577,15.6,5.6,329,0.47
211,2020-04-01,1700,17.9,-0.5,29,0.0,376,15.9,5.9,322,0.36
211,2020-04-01,1800,15.8,-0.6,33,0.0,160,16.0,5.6,316,0.21
211,2020-04-01,1900,13.4,-0.5,38,0.0,14,16.0,4.5,315,0.09
211,2020-04-01,2000,11.7,0.5,46,0.0,0,15.9,3.4,298,0.04
211,2020-04-01,2100,10.6,1.7,54,0.0,0,15.8,3.5,299,0.03
211,2020-04-01,2200,9.3,1.0,56,0.0,0,15.5,2.5,307,0.02
211,2020-04-01,2300,8.3,2.0,64,0.0,0,15.3,2.2,301,0.01
211,2020-04-01,2400,6.9,3.0,76,0.0,0,15.0,1.3,327,0.0
211,2020-04-02,0100,4.9,3.9,93,0.0,0,14.8,0.5,137,0.0
211,2020-04-02,0200,4.0,2.8,91,0.0,0,14.5,0.6,124,0.0
211,2020-04-02,0300,3.7,3.6,99,0.0,0,14.4,0.5,137,0.0
211,2020-04-02,0400,2.8,2.7,99,0.0,0,14.2,0.4,338,0.0
211,2020-04-02,0500,2.3,2.3,100,0.0,0,14.1,0.6,331,0.0
211,2020-04-02,0600,2.0,1.9,100,0.0,2,14.0,1.0,320,0.0
211,2020-04-02,0700,3.0,3.0,100,0.0,102,13.7,1.3,326,0.01
211,2020-04-02,0800,6.8,5.4,90,0.0,309,12.9,0.9,125,0.12
211,2020-04-02,0900,10.4,5.3,71,0.0,526,12.7,1.6,28,0.24
211,2020-04-02,1000,13.4,3.9,52,0.0,707,12.6,3.0,315,0.41
211,2020-04-02,1100,15.6,2.0,40,0.0,833,12.8,3.1,325,0.53
211,2020-04-02,1200,17.3,-0.4,30,0.0,908,13.1,4.7,324,0.66
211,2020-04-02,1300,18.6,-2.4,24,0.0,917,13.5,5.2,312,0.71
211,2020-04-02,1400,19.4,-2.7,22,0.0,865,13.9,4.9,298,0.68
211,2020-04-02,1500,19.7,-3.0,21,0.0,754,14.3,4.9,323,0.6
211,2020-04-02,1600,19.5,-2.0,23,0.0,589,14.8,4.8,326,0.47
211,2020-04-02,1700,19.0,-2.4,23,0.0,385,15.1,4.5,320,0.34
211,2020-04-02,1800,17.6,-2.7,25,0.0,168,15.2,5.2,323,0.23
211,2020-04-02,1900,15.1,-1.9,31,0.0,17,15.3,3.8,311,0.09
211,2020-04-02,2000,13.1,0.2,41,0.0,0,15.3,3.3,308,0.05
211,2020-04-02,2100,11.7,0.6,46,0.0,0,15.2,3.3,300,0.04
211,2020-04-02,2200,9.9,-0.2,49,0.0,0,15.0,1.9,333,0.02
211,2020-04-02,2300,8.5,-0.1,55,0.0,0,14.8,1.1,284,0.0
211,2020-04-02,2400,6.1,-0.3,63,0.0,0,14.6,0.9,356,0.0
211,2020-04-03,0100,6.7,0.7,65,0.0,0,14.3,1.3,289,0.0
211,2020-04-03,0200,4.4,1.0,79,0.0,0,14.1,0.8,354,0.0
211,2020-04-03,0300,3.2,1.2,87,0.0,0,13.8,0.5,38,0.0
211,2020-04-03,0400,2.4,2.3,99,0.0,0,13.6,0.6,87,0.0
211,2020-04-03,0500,2.2,1.9,98,0.0,0,13.4,0.6,329,0.0
211,2020-04-03,0600,1.7,1.7,99,0.0,3,13.2,0.5,328,0.0
211,2020-04-03,0700,3.0,2.9,100,0.0,106,12.9,0.5,341,0.02
211,2020-04-03,0800,6.1,3.7,85,0.0,244,12.6,0.5,236,0.1
211,2020-04-03,0900,8.9,3.6,69,0.0,513,12.4,1.0,133,0.24
211,2020-04-03,1000,11.6,4.7,63,0.0,693,12.4,1.3,277,0.35
211,2020-04-03,1100,13.7,2.8,48,0.0,821,12.5,1.7,229,0.47
211,2020-04-03,1200,15.5,2.4,41,0.0,886,12.9,2.1,192,0.55
211,2020-04-03,1300,16.9,4.4,43,0.0,887,13.3,2.5,177,0.57
211,2020-04-03,1400,17.8,5.5,45,0.0,833,13.8,3.7,191,0.57
211,2020-04-03,1500,17.9,5.7,45,0.0,724,14.4,4.5,195,0.52
211,2020-04-03,1600,17.8,4.8,42,0.0,557,15.0,4.7,180,0.43
211,2020-04-03,1700,17.1,4.7,44,0.0,370,15.3,4.7,172,0.3
211,2020-04-03,1800,16.5,4.1,44,0.0,155,15.5,4.1,325,0.16
211,2020-04-03,1900,14.1,3.3,48,0.0,15,15.6,4.5,315,0.07
211,2020-04-03,2000,12.3,3.6,56,0.0,0,15.6,4.5,308,0.05
211,2020-04-03,2100,10.9,4.5,65,0.0,0,15.5,3.3,297,0.02
211,2020-04-03,2200,10.0,5.3,72,0.0,0,15.3,2.9,287,0.01
211,2020-04-03,2300,8.6,5.2,79,0.0,0,15.1,1.7,316,0.0
211,2020-04-03,2400,6.6,5.1,90,0.0,0,14.9,1.0,336,0.0
211,2020-04-04,0100,7.2,6.8,97,0.0,0,14.7,1.5,328,0.0
211,2020-04-04,0200,6.2,5.9,98,0.0,0,14.5,1.0,348,0.0
211,2020-04-04,0300,4.8,4.7,99,0.0,0,14.4,0.8,328,0.0
211,2020-04-04,0400,3.8,3.7,99,0.0,0,14.4,0.6,345,0.0
211,2020-04-04,0500,3.3,3.3,100,0.0,0,14.3,0.8,342,0.0
211,2020-04-04,0600,3.3,3.2,100,0.0,2,14.2,0.5,296,0.0
211,2020-04-04,0700,3.8,3.7,100,0.0,88,14.1,0.8,2,0.02
211,2020-04-04,0800,6.8,6.5,98,0.0,243,13.1,1.0,127,0.09
211,2020-04-04,0900,9.4,6.8,84,0.0,341,12.9,1.5,143,0.16
211,2020-04-04,1000,11.3,6.5,72,0.0,383,12.9,1.5,155,0.2
211,2020-04-04,1100,12.9,6.3,64,0.0,452,13.0,1.3,151,0.25
211,2020-04-04,1200,15.1,7.0,58,0.0,763,13.2,2.0,184,0.48
211,2020-04-04,1300,14.6,8.2,66,0.0,278,13.4,2.9,224,0.16
211,2020-04-04,1400,13.9,9.7,76,0.0,270,13.8,3.4,208,0.14
211,2020-04-04,1500,13.6,11.5,87,0.0,189,14.1,3.4,220,0.08
211,2020-04-04,1600,13.5,12.8,96,0.0,210,14.3,3.8,218,0.1
211,2020-04-04,1700,12.8,12.7,100,0.0,168,14.4,3.9,225,0.08
211,2020-04-04,1800,12.9,12.8,99,0.0,66,14.5,3.6,220,0.03
211,2020-04-04,1900,12.3,12.2,100,0.0,7,14.8,3.3,209,0.0
211,2020-04-04,2000,12.0,12.0,100,0.5,0,15.8,3.4,197,0.0
211,2020-04-04,2100,11.9,11.9,100,1.0,0,17.9,3.2,184,0.0
211,2020-04-04,2200,12.1,12.1,100,0.2,0,19.7,3.0,198,0.0
211,2020-04-04,2300,12.3,12.2,100,0.1,0,,3.0,202,0.0
211,2020-04-04,2400,12.0,12.0,100,0.2,0,,2.0,154,0.0
211,2020-04-05,0100,11.7,11.7,100,0.9,0,,1.5,156,0.0
